2619,af0ca00c,6174,af0ca00c
2619,af0ca00c,4520,a60d3b0d
6174,af0ca00c,4520,a60d3b0d
1828,a40cb80f,2110,a40cb80f
2366,aa0a7f0d,2367,aa0a810d
2187,a60a950d,2418,ab0a950d
1866,ad0bec0c,2530,ad0bec0c
2577,ae0e160c,2581,ae0e490c
2890,a609550f,2891,a609560f
2957,a70ef00c,3106,ab0edd0c
3096,ab0c630c,3123,ac0c630c
2813,a40b200d,3155,ad0b1e0d
3086,ab07fc0e,3215,af07ef0e
2139,a50a430c,3296,a00a430c
2139,a50a430c,4271,a50a430c
3296,a00a430c,4271,a50a430c
7201,a40f020c,8536,ab0f6d0b
7201,a40f020c,3134,ac0ead0c
7201,a40f020c,6210,af0e970c
7201,a40f020c,11531,ae0e990c
8536,ab0f6d0b,3134,ac0ead0c
8536,ab0f6d0b,6210,af0e970c
8536,ab0f6d0b,11531,ae0e990c
2004,a20b090c,3710,a20b090c
3529,a10b920d,4114,a40b920d
3539,a10c230d,4190,a40fb30d
3678,a20a200d;a50a200d,4266,a20a200d;a50a200d
3678,a20a200d;a50a200d,6690,a20a200d
4266,a20a200d;a50a200d,6690,a20a200d
4297,a50b630d,4306,a50bc90d
4297,a50b630d,8636,ac0bbf0d
4306,a50bc90d,8636,ac0bbf0d
3670,a209c80c,4441,a609fc0c
3670,a209c80c,8151,a90e010c
3670,a209c80c,7769,a70deb0c
3670,a209c80c,7515,a60b490d
4441,a609fc0c,8151,a90e010c
4441,a609fc0c,7769,a70deb0c
4441,a609fc0c,7515,a60b490d
3222,af0a7d0d,4451,a60a7d0d
4563,a610290b,5122,a90f160b
2026,a308210c,4601,a708480c
2026,a308210c,8410,ab09270c
4601,a708480c,8410,ab09270c
2823,a40d2f0e,4684,a70c390d
4709,a70d600c,4710,a70d610c
4179,a40ecc0d,4732,a70f0b0d
4179,a40ecc0d,4911,a80f040d
4732,a70f0b0d,4911,a80f040d
2252,a70f160c,4733,a70f160c
5238,aa0c6a0d,8297,aa0c6a0d
4588,a611f70d,4774,a7120d0d
4291,a50b100e,4905,a80e690e
2317,a909860e,4988,a909860e
5921,ae0a070d,8423,ab0a2d0d
6354,a00c1c0b,8424,ab0a300b
5010,a90ac60c,5205,aa0ac60c
7540,a60c1a0c,8823,ad0c2b0c
7540,a60c1a0c,7542,a60c1f0c
8823,ad0c2b0c,7542,a60c1f0c
8151,a90e010c,7769,a70deb0c
8151,a90e010c,7515,a60b490d
7769,a70deb0c,7515,a60b490d
5394,ab0bbe0d,5418,ab0cf00d
2440,ab0e3b0c,5443,ab0e3b0c
2771,a30c690b,5458,ab0fc80c
4384,a510790b,5657,ac10750b
4384,a510790b,5681,ac11730c
5657,ac10750b,5681,ac11730c
4676,a70be90c,5746,ad0b9b0c
4676,a70be90c,8097,a90c050c
5746,ad0b9b0c,8097,a90c050c
3931,a30bba0c,5754,ad0bc10c
5780,ad0ca80e,5782,ad0cae0e
4975,a908990d,5889,ae089c0d
5371,ab0af319,5959,ae0bd71a
4613,a7091b0b,6116,af0a210c
7211,a40fac0a,7614,a610650b
7211,a40fac0a,7037,a311df0c
7211,a40fac0a,7237,a411e10c
7614,a610650b,7037,a311df0c
7614,a610650b,7237,a411e10c
3134,ac0ead0c,6210,af0e970c
3134,ac0ead0c,11531,ae0e990c
6210,af0e970c,11531,ae0e990c
3757,a20d160b,6377,a00d020b
3757,a20d160b,6798,a20f5a0c
3757,a20d160b,9068,ae10300d
6377,a00d020b,6798,a20f5a0c
6377,a00d020b,9068,ae10300d
4358,a00e780e;a50e770e,6398,a00e780e
4358,a00e780e;a50e770e,6776,a20dac0d
6398,a00e780e,6776,a20dac0d
6663,a2087c0b,6665,a2088b0b
5542,ac0a690e,6695,a20a5f0e
4481,a60b5e0b,6716,a20b5d0b
3722,a20b660c,6719,a20b640c;a40b650c;b00b650c
3722,a20b660c,8453,ab0b660c
3722,a20b660c,4508,a60c850c
3722,a20b660c,9662,a30c9d0c
6719,a20b640c;a40b650c;b00b650c,8453,ab0b660c
6719,a20b640c;a40b650c;b00b650c,4508,a60c850c
6719,a20b640c;a40b650c;b00b650c,9662,a30c9d0c
4124,a40c350c,6737,a20c4a0c
4124,a40c350c,7722,a70c2d0c
6737,a20c4a0c,7722,a70c2d0c
6547,a10c660b,6741,a20c660b
5426,ab0d340d,6761,a20d120d
5426,ab0d340d,7869,a80a3d0d
5426,ab0d340d,10361,ae0d0e0d
6761,a20d120d,7869,a80a3d0d
6761,a20d120d,10361,ae0d0e0d
3851,a308940c,6855,a308940c
6925,a30bd40c,6926,a30bd50c
6925,a30bd40c,8344,aa0e330d
6925,a30bd40c,9229,af0e4b0d
6926,a30bd50c,8344,aa0e330d
6926,a30bd50c,9229,af0e4b0d
4184,a40f510e,6950,a30cb50d
4184,a40f510e,7525,a60bb90c
4184,a40f510e,8995,ae0bbf0c
6950,a30cb50d,7525,a60bb90c
6950,a30cb50d,8995,ae0bbf0c
6506,a10ac00c,6952,a30cd90e
3356,a00c200b,6955,a30ceb0c
3383,a00db40c,6969,a30db40c
4490,a60bb80b,7121,a40bb70b
4490,a60bb80b,5731,ad0ac00c
4490,a60bb80b,8779,ad0ac00c
4490,a60bb80b,9614,a20a3b0d
4490,a60bb80b,9678,a40a3e0d
7121,a40bb70b,5731,ad0ac00c
7121,a40bb70b,8779,ad0ac00c
7121,a40bb70b,9614,a20a3b0d
7121,a40bb70b,9678,a40a3e0d
2807,a409020d,7064,a409020d
5185,aa099a0c,7072,a409810c
1818,a30a390d,7075,9309300d;9f09380d;a409360d;a409d60d;a509370d;a7092a0d;a809370d;aa09370d;ad09290d
1818,a30a390d,7223,a4110f0c
1818,a30a390d,9793,a710d30d
7075,9309300d;9f09380d;a409360d;a409d60d;a509370d;a7092a0d;a809370d;aa09370d;ad09290d,7223,a4110f0c
7075,9309300d;9f09380d;a409360d;a409d60d;a509370d;a7092a0d;a809370d;aa09370d;ad09290d,9793,a710d30d
4348,a50dba0c,7170,a40db80c;ac0db90c
4178,a40ebf0d,7199,a40ebf0d
4178,a40ebf0d,8683,ac0d8f0c
7199,a40ebf0d,8683,ac0d8f0c
7037,a311df0c,7237,a411e10c
2406,ab09900c,7291,a509c30c
6316,a00a6d0c,7311,a50a990c
5052,a90c120e,7347,a50c100e
6948,a30cb20d,7365,a50cb40d
7404,a50e2a0d,7405,a50e2c0d
6423,a0102c0c,7134,a40c360b
6423,a0102c0c,9695,a40c650c
6811,a210790c,7429,a510680c
6272,a0083c0c,7460,a6084b0c
6272,a0083c0c,8578,ac08280c
7460,a6084b0c,8578,ac08280c
7061,a408e80d,7469,a608e80d
7288,a509960c,7483,a609b70c
5204,aa0ac40d,7514,a60b330d
6339,a00b670c,7517,a60b620c
4282,a50ae50c,7549,a60c7a0c
5574,ac0baa0c,7562,a60cbe0d
6788,a20e6b0c,7563,a60cc50b
6788,a20e6b0c,7350,a50c1f0c
6788,a20e6b0c,8473,ab0c200c
7563,a60cc50b,7350,a50c1f0c
7563,a60cc50b,8473,ab0c200c
6620,a110c70c,7622,a610c90c
6620,a110c70c,8349,aa0e600c
7622,a610c90c,8349,aa0e600c
4586,a611cc0d,7633,a612020d
4419,a6082d0b,7644,a7082d0b
6858,a308b70c,7653,a708cb0c
6858,a308b70c,7852,a808e10c
6858,a308b70c,8029,a908e90c
6858,a308b70c,10230,a908de0c
6858,a308b70c,10383,a008f50c
7653,a708cb0c,7852,a808e10c
7653,a708cb0c,8029,a908e90c
7653,a708cb0c,10230,a908de0c
7653,a708cb0c,10383,a008f50c
6722,a20b7a0b,7707,a70b7a0b
4851,a80b8e0c,7708,a70b7d0c
7346,a50c080d;a50c090d;a70c080d;c30c070d,7719,a50c080d;a50c090d;a70c080d;c30c070d
6944,a30c970c,7731,a70c850c
6944,a30c970c,9868,aa0c970c
7731,a70c850c,9868,aa0c970c
7361,a50c8b0d,7750,a70d030d
7192,a40e8f0d,7778,a70e780d
6802,a20fad0d,7794,a70fc40d
6802,a20fad0d,8890,ad0fa80d
6802,a20fad0d,9063,ae0fc30d
7794,a70fc40d,8890,ad0fa80d
7794,a70fc40d,9063,ae0fc30d
6992,a30edf0c,7802,a710440d
7161,a40d180c,8131,a90d270d
5324,ab08640b,7847,a8088d0b
7852,a808e10c,8029,a908e90c
7852,a808e10c,10230,a908de0c
7852,a808e10c,10383,a008f50c
7869,a80a3d0d,10361,ae0d0e0d
8422,ab0a280c,7898,a80b5c0d
2950,a70d7f0c,8135,a90d6a0c
6382,a00d390e,7920,a80c2a0e
6382,a00d390e,8494,ab0ce00e
7920,a80c2a0e,8494,ab0ce00e
3192,ae0c400c,7923,a80c400c;af0c400c
6413,a00f540c,7975,a80f530c
4108,a40b670c,7977,a80f840c
7604,a60f8f0c,7980,a80f900c
7604,a60f8f0c,9790,a70f8f0c
7980,a80f900c,9790,a70f8f0c
8311,aa0ccd0c,8312,aa0ccf0c
8029,a908e90c,10230,a908de0c
8029,a908e90c,10383,a008f50c
6919,a30b8f0e,8060,a90ab50d
2188,a60ad90d,8063,a90acb0d
7363,a50ca30d,8118,a90cb30d
8043,9d09e60c;a909e80c;aa09e60c,8234,9d09e60c;a909e80c;aa09e60c
8043,9d09e60c;a909e80c;aa09e60c,8120,a90cbb0c
8234,9d09e60c;a909e80c;aa09e60c,8120,a90cbb0c
7344,a50bfd0d,8291,aa0bfd0d
5477,ab10f90c,8368,aa0fb50c
5477,ab10f90c,9076,ae10f70c
8368,aa0fb50c,9076,ae10f70c
5360,ab0a7a0c,8430,ab0a7b0c
8260,aa0ad70d,8445,ab0b0b0d
8260,aa0ad70d,8114,a60c980c;a90c9d0c;ac0c990c
8260,aa0ad70d,8659,a60c980c;a90c9d0c;ac0c990c
8445,ab0b0b0d,8114,a60c980c;a90c9d0c;ac0c990c
8445,ab0b0b0d,8659,a60c980c;a90c9d0c;ac0c990c
7350,a50c1f0c,8473,ab0c200c
8453,ab0b660c,4508,a60c850c
8453,ab0b660c,9662,a30c9d0c
6314,a00a560c,8464,ab0bb60c
6102,af09900e,9115,af09900e
6771,a20d710c,8507,ab0d730c
8364,aa0f780e,8526,ab0e820d
6756,a20cf80d,8537,ab0f7b0e
7606,a60fba0d,8538,ab0fd40d
3475,a108810c,8592,ac09060d
8274,aa0b5f0d,8630,ac0b8f0d
8274,aa0b5f0d,8805,ad0b720d
8630,ac0b8f0d,8805,ad0b720d
2427,ab0bdd0d,8640,ab0bdd0d;ac0bdc0d;ac0bdd0d;b70bde0d
2427,ab0bdd0d,10314,ac0bdd0d
8640,ab0bdd0d;ac0bdc0d;ac0bdd0d;b70bde0d,10314,ac0bdd0d
8114,a60c980c;a90c9d0c;ac0c990c,8659,a60c980c;a90c9d0c;ac0c990c
5664,ac10ab0b,8717,ac10ab0b
4395,a511050d,8725,ac110e0d
8224,aa093c0c,8754,ad093c0c
7671,a7099f0e,8759,ad099f0e
5731,ad0ac00c,8779,ad0ac00c
5731,ad0ac00c,9614,a20a3b0d
5731,ad0ac00c,9678,a40a3e0d
8779,ad0ac00c,9614,a20a3b0d
8779,ad0ac00c,9678,a40a3e0d
4843,a80b090b,8794,ad0b330c
4292,a50b270c,8795,ad0b390c
7008,a30fc30c,8831,ad0c710d
8668,ac0ce90c,8843,ad0ce90c
5988,ae0dae0c,8859,ad0dad0c
6562,a10cfb0c,8870,ad0e250d
5830,ad0f8b0d,8888,ad0f8b0d
8890,ad0fa80d,9063,ae0fc30d
3792,a20f7f0c,8891,ad0fb60c
8718,ac10b00c,8908,ad10c70d
8718,ac10b00c,8140,a90d930e
8718,ac10b00c,10102,a20d930e
8908,ad10c70d,8140,a90d930e
8908,ad10c70d,10102,a20d930e
5912,ae099f0d,8949,ae099f0d
5577,ac0bb00b,8990,ae0bb10b
7525,a60bb90c,8995,ae0bbf0c
5776,ad0c800c,9008,ae0c7a0c
2571,ae0cfd0d,9019,ae0cfd0d
7123,a40bbc0d,9038,ae0e170e
8778,ad0ab00e;ae0fb80e,9060,ad0ab00e;ae0fb80e
6798,a20f5a0c,9068,ae10300d
8919,ad11670d,9083,ae11670d
8301,aa0c8c0d,9114,af098c0c
8609,ac0a510c,9130,af0a520c
8265,aa0b020c,9149,af0b030c
6922,a30ba90d,9161,af0b910d
7918,a80c190d,9172,af0c1a0d
7094,a40a8f0c,9189,af0d050d
6740,a20c560c,9193,af0d2f0d
3793,a20f8d0c,9209,af0d930c
3793,a20f8d0c,4895,a80d960c
9209,af0d930c,4895,a80d960c
8344,aa0e330d,9229,af0e4b0d
5835,ad0ffe0b,9278,af12880d
9327,a2085b0c,9412,a708700c
9333,a20bad0c,9450,a90bad0c
9348,a30b960d,9485,ab0b930d
9421,a70b6a0c,9489,ab0d490c
6568,a10d510c;a60d510c,9557,a00d510c
3990,a30e9b0b,9601,a10f4f0b
1858,ab0cf90d,9637,a307a10c
4508,a60c850c,9662,a30c9d0c
2781,a30da00d,9669,a30da00d
7134,a40c360b,9695,a40c650c
9614,a20a3b0d,9678,a40a3e0d
6358,a00c380b,9694,a40c620b
9713,a508a50c,9738,a608a30c
6374,a00ce30c,9777,a70bcc0c
7223,a4110f0c,9793,a710d30d
7859,7f098f0a;a809780a,9798,a809780a
9588,a10bb20c,9811,a80bb10c
5025,a90b630b,9863,aa0b630b
8370,aa0fe10c,9876,aa0fe00c
3159,ad0c080d,9969,ad0c080d
8664,ac0cd30e,10000,ae0be00d
3517,a10b280c,10061,a10b280c
2819,a40c3b0b,10064,a10c3d0b
4959,a812730c,10085,a112720c
8140,a90d930e,10102,a20d930e
7341,a50bc20c,10107,a20f3b0d
7664,9909510b;a7094e0b,10119,a30b9b0e
5549,ac0ab00c,10133,a40aa40c
10230,a908de0c,10383,a008f50c
7367,a50cbd0d,10240,a90cba0d
7599,950f4a0b;a60f490b;b70f3a0b;b70f4b0b,10293,950f4a0b;ab0f4a0b
6246,af114b0d,10301,ab114e0d
9807,a80b280d,10312,ac0b130c
7581,a60dc50d,10320,ac0e500d
10253,9b0a340c;a70a4a0c;aa0a4a0c;b30a330c,10368,af0a4a0c
2707,a10eea0d,10414,a30eea0d
6162,af0c3a0c,10449,a80c210c
10578,a10ed90c,10628,a20f010c
7087,a40a600b,10986,aa0d3a0d
9640,a3093e0c,10652,a3093c0c
10785,a60b250b,10833,a70b0a0b
11006,aa11420b,11008,aa11440b
10938,a90c7e0c;ad0c7d0c,11125,a90c7e0c;ad0c7d0c
8901,ad10720c,11150,ad10720c
5867,ad12530d,11166,ad12530d
10983,aa0ca80d,11174,ae0af910
5289,aa11221c,11455,aa11221c
5099,a90dee0c,11530,ae0dee0c
11423,a909de0d,11538,af098c0d
